,pdx,pdy,nan,nan1
14,,,-42.582905,-12.452095
15,,,-42.582867,-12.452056
16,,,-42.582836,-12.452027
17,,,-42.58281,-12.452004
18,,,-42.582794,-12.451986
19,,,-42.582783,-12.451973
0,,,-42.817963,-12.23916
1,,,-42.817734,-12.23648
2,,,-42.817432,-12.234511
3,,,-42.817116,-12.233061
4,,,-42.816814,-12.231986
5,,,-42.816555,-12.231209
6,,,-42.816334,-12.230644
7,,,-42.816154,-12.23023
8,,,-42.81601,-12.229927
9,,,-42.81589,-12.229701
10,,,-42.8158,-12.229547
11,,,-42.81573,-12.229432
12,,,-42.815674,-12.229345
13,,,-42.81563,-12.2292795
14,,,-42.8156,-12.229229
15,,,-42.81557,-12.229191
16,,,-42.815556,-12.229161
17,,,-42.81554,-12.229138
18,,,-42.81553,-12.22912
19,,,-42.81552,-12.229107
0,,,-43.035233,-11.990978
1,,,-43.035034,-11.988838
2,,,-43.034775,-11.987268
3,,,-43.034504,-11.986113
4,,,-43.03425,-11.985269
5,,,-43.034027,-11.984659
6,,,-43.03384,-11.984216
7,,,-43.033684,-11.9838915
8,,,-43.03356,-11.983653
9,,,-43.033463,-11.983487
10,,,-43.033382,-11.983365
11,,,-43.03332,-11.983275
12,,,-43.03327,-11.983207
13,,,-43.033234,-11.983154
14,,,-43.033207,-11.983116
15,,,-43.033184,-11.983085
16,,,-43.033173,-11.983062
17,,,-43.033157,-11.983044
18,,,-43.033146,-11.98303
19,,,-43.033142,-11.98302
0,,,-43.0383,-11.805094
1,,,-43.03827,-11.803377
2,,,-43.038193,-11.8021145
3,,,-43.038097,-11.801183
4,,,-43.038,-11.80049
5,,,-43.037907,-11.7999735
6,,,-43.037827,-11.799585
7,,,-43.037754,-11.7992935
8,,,-43.0377,-11.799072
9,,,-43.037655,-11.7989025
10,,,-43.037617,-11.798774
11,,,-43.03759,-11.798675
12,,,-43.037567,-11.798597
13,,,-43.03755,-11.798538
14,,,-43.037537,-11.798492
15,,,-43.037533,-11.798456
16,,,-43.037525,-11.798428
17,,,-43.037518,-11.798405
18,,,-43.037514,-11.7983885
19,,,-43.03751,-11.798374
0,,,-43.039433,-11.642118
1,,,-43.039417,-11.640727
2,,,-43.039375,-11.639728
3,,,-43.03932,-11.639007
4,,,-43.039265,-11.638484
5,,,-43.03921,-11.638103
6,,,-43.03916,-11.637828
7,,,-43.03912,-11.637628
8,,,-43.039085,-11.637484
9,,,-43.03906,-11.637377
10,,,-43.039036,-11.637297
11,,,-43.03902,-11.637238
12,,,-43.039005,-11.637197
13,,,-43.038994,-11.637167
14,,,-43.038986,-11.637144
15,,,-43.03898,-11.637125
16,,,-43.038975,-11.637112
17,,,-43.03897,-11.637101
18,,,-43.038967,-11.637093
19,,,-43.038967,-11.637085
0,,,-43.013348,-11.511064
1,,,-43.013397,-11.510016
2,,,-43.013397,-11.50925
3,,,-43.013374,-11.508682
4,,,-43.01334,-11.508263
5,,,-43.013306,-11.507948
6,,,-43.01327,-11.507712
7,,,-43.01324,-11.507534
8,,,-43.01321,-11.507398
9,,,-43.013187,-11.507293
10,,,-43.013172,-11.507212
11,,,-43.013157,-11.507151
12,,,-43.013145,-11.507102
13,,,-43.013138,-11.507064
14,,,-43.01313,-11.507034
15,,,-43.013123,-11.507011
16,,,-43.01312,-11.506992
17,,,-43.013115,-11.506978
18,,,-43.013115,-11.506967
19,,,-43.01311,-11.506957
0,,,-43.01176,-11.390762
1,,,-43.011868,-11.390201
2,,,-43.011898,-11.389807
3,,,-43.011883,-11.389529
4,,,-43.01184,-11.389332
5,,,-43.011795,-11.389193
6,,,-43.01175,-11.3890915
7,,,-43.011703,-11.389019
8,,,-43.01167,-11.388966
9,,,-43.01164,-11.388926
10,,,-43.011612,-11.388897
11,,,-43.011593,-11.388874
12,,,-43.011578,-11.388857
13,,,-43.011566,-11.388844
14,,,-43.01156,-11.388833
15,,,-43.011555,-11.388824
16,,,-43.011543,-11.388818
17,,,-43.011543,-11.388813
18,,,-43.01154,-11.388808
19,,,-43.01154,-11.388804
0,,,-42.89093,-11.325611
1,,,-42.891037,-11.325287
2,,,-42.891056,-11.325051
3,,,-42.89102,-11.324879
4,,,-42.890965,-11.324752
5,,,-42.8909,-11.324657
6,,,-42.890835,-11.324587
7,,,-42.890774,-11.324533
8,,,-42.89073,-11.324493
9,,,-42.890694,-11.324463
10,,,-42.89067,-11.32444
11,,,-42.890648,-11.324422
12,,,-42.890633,-11.324409
13,,,-42.89062,-11.324397
14,,,-42.890614,-11.3243885
15,,,-42.890606,-11.324382
16,,,-42.890606,-11.324377
17,,,-42.890602,-11.324373
18,,,-42.8906,-11.324369
19,,,-42.8906,-11.324367
0,,,-42.755768,-11.272613
1,,,-42.756367,-11.272535
2,,,-42.75675,-11.272479
3,,,-42.75699,-11.272439
4,,,-42.757133,-11.272409
5,,,-42.757214,-11.272388
6,,,-42.75726,-11.272373
7,,,-42.75728,-11.272362
8,,,-42.757286,-11.272354
9,,,-42.757286,-11.272348
10,,,-42.757275,-11.272345
11,,,-42.75727,-11.272342
12,,,-42.75726,-11.272339
13,,,-42.75725,-11.272337
14,,,-42.757248,-11.272336
15,,,-42.757236,-11.272335
16,,,-42.757233,-11.272334
17,,,-42.75723,-11.272334
18,,,-42.75722,-11.272333
19,,,-42.75722,-11.272333
0,,,-42.67243,-11.318466
1,,,-42.673798,-11.318073
2,,,-42.67473,-11.317787
3,,,-42.675358,-11.317577
4,,,-42.67578,-11.317422
5,,,-42.676056,-11.317307
6,,,-42.676243,-11.317221
7,,,-42.67636,-11.317157
8,,,-42.676434,-11.317107
9,,,-42.67648,-11.31707
10,,,-42.676506,-11.317042
11,,,-42.67652,-11.31702
12,,,-42.67653,-11.317003
13,,,-42.676533,-11.316991
14,,,-42.676533,-11.31698
15,,,-42.676533,-11.316972
16,,,-42.67653,-11.316965
17,,,-42.67653,-11.31696
18,,,-42.67653,-11.3169565
19,,,-42.676525,-11.316955
0,,,-42.440697,-11.38418
1,,,-42.442112,-11.3834505
2,,,-42.443092,-11.382931
3,,,-42.443756,-11.38256
4,,,-42.444218,-11.382292
5,,,-42.44457,-11.382098
6,,,-42.444843,-11.381956
7,,,-42.445045,-11.381854
8,,,-42.44519,-11.38178
9,,,-42.445293,-11.381726
10,,,-42.445362,-11.381688
11,,,-42.445408,-11.3816595
12,,,-42.44544,-11.381639
13,,,-42.445457,-11.381624
14,,,-42.44547,-11.381613
15,,,-42.445477,-11.381604
16,,,-42.44548,-11.381598
17,,,-42.44548,-11.381595
18,,,-42.445477,-11.381591
19,,,-42.445477,-11.381588
0,,,-42.23809,-11.473072
1,,,-42.23992,-11.472097
2,,,-42.24115,-11.471407
3,,,-42.242107,-11.47091
4,,,-42.242867,-11.470552
5,,,-42.24343,-11.470297
6,,,-42.243843,-11.470113
7,,,-42.24414,-11.469982
8,,,-42.244354,-11.469888
9,,,-42.2445,-11.469821
10,,,-42.244602,-11.469773
11,,,-42.24467,-11.469739
12,,,-42.244717,-11.469715
13,,,-42.244743,-11.469697
14,,,-42.24476,-11.469684
15,,,-42.244766,-11.469674
16,,,-42.244774,-11.4696665
17,,,-42.244774,-11.469662
18,,,-42.244774,-11.469659
19,,,-42.244766,-11.469655
0,,,-41.961994,-11.591913
1,,,-41.96412,-11.590586
2,,,-41.965614,-11.589645
3,,,-41.966713,-11.58898
4,,,-41.96751,-11.588509
5,,,-41.968117,-11.588175
6,,,-41.96859,-11.587935
7,,,-41.968933,-11.587768
8,,,-41.96918,-11.587648
9,,,-41.96935,-11.587564
10,,,-41.969467,-11.587504
11,,,-41.969543,-11.587462
12,,,-41.9696,-11.587433
13,,,-41.969627,-11.587412
14,,,-41.96965,-11.587398
15,,,-41.969658,-11.587386
16,,,-41.96966,-11.587378
17,,,-41.96967,-11.587373
18,,,-41.96966,-11.587368
19,,,-41.96966,-11.587365
0,,,-41.61237,-11.751542
1,,,-41.614185,-11.749807
2,,,-41.615414,-11.748579
3,,,-41.616383,-11.747698
4,,,-41.617157,-11.747066
5,,,-41.617725,-11.746614
6,,,-41.618145,-11.746291
7,,,-41.618446,-11.746061
8,,,-41.618664,-11.745897
9,,,-41.618813,-11.745781
10,,,-41.61892,-11.745697
11,,,-41.618988,-11.745638
12,,,-41.61903,-11.745595
13,,,-41.61906,-11.745565
14,,,-41.61908,-11.745543
15,,,-41.619083,-11.745527
16,,,-41.619087,-11.745516
17,,,-41.619087,-11.745507
18,,,-41.619087,-11.745501
19,,,-41.619087,-11.745496
0,,,-41.31703,-11.938094
1,,,-41.319195,-11.935866
2,,,-41.32063,-11.9343
3,,,-41.321667,-11.933199
4,,,-41.322414,-11.932425
5,,,-41.322956,-11.931881
6,,,-41.323334,-11.9314995
7,,,-41.323643,-11.93123
8,,,-41.323875,-11.93104
9,,,-41.32403,-11.930905
10,,,-41.324142,-11.930812
11,,,-41.324215,-11.930747
12,,,-41.324265,-11.930701
13,,,-41.3243,-11.930669
14,,,-41.324314,-11.930646
15,,,-41.324326,-11.93063
16,,,-41.32433,-11.930617
17,,,-41.32433,-11.93061
18,,,-41.32433,-11.930603
19,,,-41.32433,-11.930599
0,,,-40.983765,-12.149275
1,,,-40.985306,-12.146754
2,,,-40.98632,-12.144981
3,,,-40.98706,-12.143732
4,,,-40.987595,-12.142852
5,,,-40.98798,-12.142234
6,,,-40.98825,-12.1418
7,,,-40.98848,-12.141492
8,,,-40.988644,-12.1412735
9,,,-40.988758,-12.141121
10,,,-40.98884,-12.141014
11,,,-40.98889,-12.140939
12,,,-40.988926,-12.140886
13,,,-40.98895,-12.140848
14,,,-40.98896,-12.140821
15,,,-40.988968,-12.140802
16,,,-40.98897,-12.14079
17,,,-40.98897,-12.1407795
18,,,-40.98897,-12.140772
19,,,-40.988968,-12.140767
0,,,-40.727955,-12.39383
1,,,-40.729156,-12.390979
2,,,-40.730003,-12.38896
3,,,-40.73063,-12.387529
4,,,-40.731083,-12.3865185
5,,,-40.731434,-12.385799
6,,,-40.7317,-12.385289
7,,,-40.731895,-12.384929
8,,,-40.732033,-12.384673
9,,,-40.73213,-12.384493
10,,,-40.732197,-12.384365
11,,,-40.73224,-12.384276
12,,,-40.732265,-12.3842125
13,,,-40.732285,-12.384167
14,,,-40.732296,-12.384135
15,,,-40.7323,-12.384111
16,,,-40.732304,-12.384095
17,,,-40.732304,-12.384083
18,,,-40.732304,-12.384074
19,,,-40.7323,-12.384068
0,,,-40.544994,-12.668949
1,,,-40.546173,-12.665552
2,,,-40.546955,-12.663174
3,,,-40.547474,-12.661523
4,,,-40.547836,-12.660371
5,,,-40.5481,-12.65957
6,,,-40.54828,-12.659013
7,,,-40.548405,-12.658627
8,,,-40.548492,-12.65836
9,,,-40.548553,-12.658175
10,,,-40.548607,-12.658045
11,,,-40.54864,-12.657954
12,,,-40.548668,-12.65789
13,,,-40.548683,-12.657846
14,,,-40.54869,-12.657815
15,,,-40.548695,-12.657794
16,,,-40.5487,-12.657778
17,,,-40.5487,-12.657766
18,,,-40.5487,-12.657759
19,,,-40.548695,-12.657753
0,,,-40.35238,-12.966902
1,,,-40.352962,-12.963268
2,,,-40.353348,-12.960716
3,,,-40.353626,-12.95892
4,,,-40.35383,-12.957656
5,,,-40.35397,-12.95677
6,,,-40.35407,-12.956148
7,,,-40.354153,-12.9557085
8,,,-40.354214,-12.955399
9,,,-40.354256,-12.955181
10,,,-40.354286,-12.955029
11,,,-40.354305,-12.954921
12,,,-40.35432,-12.954844
13,,,-40.35433,-12.954792
14,,,-40.354332,-12.954755
15,,,-40.354336,-12.954727
16,,,-40.354336,-12.954708
17,,,-40.354336,-12.954694
18,,,-40.354336,-12.954684
19,,,-40.354336,-12.954677
0,,,-40.259415,-13.294756
1,,,-40.25976,-13.290639
2,,,-40.259995,-13.287765
3,,,-40.260147,-13.285769
4,,,-40.260246,-13.28439
5,,,-40.260315,-13.28344
6,,,-40.26036,-13.2827835
7,,,-40.260395,-13.282332
8,,,-40.260414,-13.282023
9,,,-40.26043,-13.281813
10,,,-40.260437,-13.281668
11,,,-40.26044,-13.2815695
12,,,-40.260445,-13.281501
13,,,-40.26045,-13.281453
14,,,-40.260452,-13.28142
15,,,-40.260452,-13.281396
16,,,-40.260452,-13.281378
17,,,-40.260452,-13.281365
18,,,-40.260452,-13.281356
19,,,-40.260452,-13.28135
0,,,-40.317474,-13.590301
1,,,-40.317554,-13.586861
2,,,-40.317596,-13.584383
3,,,-40.31762,-13.582591
4,,,-40.317623,-13.58129
5,,,-40.317623,-13.580339
6,,,-40.31762,-13.579642
7,,,-40.31761,-13.579127
8,,,-40.317608,-13.578745
9,,,-40.3176,-13.57846
10,,,-40.317596,-13.578246
11,,,-40.317593,-13.578085
12,,,-40.31759,-13.577963
13,,,-40.31759,-13.577869
14,,,-40.317585,-13.577799
15,,,-40.317585,-13.577744
16,,,-40.317577,-13.577701
17,,,-40.317577,-13.577669
18,,,-40.317577,-13.577643
19,,,-40.317577,-13.577623
0,,,-40.54855,-13.761447
1,,,-40.5486,-13.759116
2,,,-40.548607,-13.757433
3,,,-40.548588,-13.756213
4,,,-40.54856,-13.755324
5,,,-40.548527,-13.754672
6,,,-40.548496,-13.754182
7,,,-40.548466,-13.753806
8,,,-40.548443,-13.753526
9,,,-40.54842,-13.753316
10,,,-40.5484,-13.753159
11,,,-40.548386,-13.753041
12,,,-40.54837,-13.752953
13,,,-40.548363,-13.752887
14,,,-40.548355,-13.752836
15,,,-40.54835,-13.752799
16,,,-40.548344,-13.75277
17,,,-40.548344,-13.752749
18,,,-40.54834,-13.752732
19,,,-40.54834,-13.75272
0,,,-40.869045,-13.800833
1,,,-40.869118,-13.799824
2,,,-40.869114,-13.799088
3,,,-40.869072,-13.7985525
4,,,-40.869015,-13.798163
5,,,-40.868946,-13.797882
6,,,-40.86888,-13.797679
7,,,-40.86882,-13.797531
8,,,-40.868774,-13.797425
9,,,-40.868732,-13.79735
10,,,-40.8687,-13.797295
11,,,-40.868668,-13.797255
12,,,-40.86865,-13.797225
13,,,-40.86863,-13.797205
14,,,-40.868618,-13.79719
15,,,-40.86861,-13.797179
16,,,-40.868603,-13.797172
17,,,-40.868595,-13.797166
18,,,-40.86859,-13.797161
19,,,-40.868587,-13.797158
0,,,-41.18014,-13.906631
1,,,-41.180145,-13.905869
2,,,-41.18008,-13.905313
3,,,-41.17998,-13.904904
4,,,-41.179886,-13.9046
5,,,-41.179787,-13.904375
6,,,-41.179707,-13.904207
7,,,-41.179638,-13.904081
8,,,-41.17958,-13.903986
9,,,-41.17953,-13.903914
10,,,-41.179497,-13.90386
11,,,-41.179466,-13.903818
12,,,-41.179447,-13.903787
13,,,-41.17943,-13.903763
14,,,-41.17942,-13.903744
15,,,-41.17941,-13.903729
16,,,-41.179405,-13.903718
17,,,-41.1794,-13.903709
18,,,-41.179394,-13.903703
19,,,-41.179394,-13.903698
0,,,-41.735733,-13.9391775
1,,,-41.73579,-13.93851
2,,,-41.73575,-13.93803
3,,,-41.735653,-13.937685
4,,,-41.73554,-13.937434
5,,,-41.735428,-13.937251
6,,,-41.735325,-13.937118
7,,,-41.735233,-13.937019
8,,,-41.735157,-13.936946
9,,,-41.735092,-13.93689
10,,,-41.735043,-13.936847
11,,,-41.735,-13.936814
12,,,-41.734966,-13.936789
13,,,-41.73494,-13.936771
14,,,-41.73492,-13.936757
15,,,-41.734905,-13.936746
16,,,-41.734894,-13.936738
17,,,-41.734886,-13.936732
18,,,-41.73488,-13.936727
19,,,-41.734875,-13.936724
0,,,-42.0183,-13.938847
1,,,-42.017906,-13.938006
2,,,-42.017418,-13.937402
3,,,-42.01692,-13.936972
4,,,-42.016457,-13.936667
5,,,-42.016052,-13.93645
6,,,-42.015713,-13.9363
7,,,-42.015427,-13.936192
8,,,-42.015198,-13.936114
9,,,-42.01501,-13.936056
10,,,-42.014866,-13.936014
11,,,-42.01475,-13.935984
12,,,-42.01466,-13.935961
13,,,-42.01459,-13.935944
14,,,-42.014538,-13.93593
15,,,-42.014496,-13.93592
16,,,-42.01447,-13.935912
17,,,-42.014442,-13.935906
18,,,-42.014427,-13.935903
19,,,-42.014412,-13.935898
0,,,-42.43879,-13.906718
1,,,-42.4385,-13.905063
2,,,-42.438118,-13.903867
3,,,-42.437725,-13.903014
4,,,-42.43736,-13.902404
5,,,-42.43703,-13.901972
6,,,-42.436752,-13.901665
7,,,-42.43652,-13.901443
8,,,-42.43633,-13.90128
9,,,-42.436176,-13.901162
10,,,-42.436054,-13.901073
11,,,-42.43596,-13.901008
12,,,-42.435883,-13.900958
13,,,-42.435825,-13.90092
14,,,-42.43578,-13.900891
15,,,-42.435745,-13.900868
16,,,-42.43572,-13.900852
17,,,-42.4357,-13.900839
18,,,-42.435684,-13.900828
19,,,-42.435677,-13.90082
0,,,-42.75959,-13.788691
1,,,-42.75926,-13.786461
2,,,-42.75882,-13.784828
3,,,-42.758366,-13.783629
4,,,-42.757942,-13.782749
5,,,-42.757572,-13.782115
6,,,-42.757263,-13.781657
7,,,-42.757,-13.7813225
8,,,-42.756794,-13.781078
9,,,-42.75663,-13.780899
10,,,-42.7565,-13.780777
11,,,-42.7564,-13.780685
12,,,-42.75632,-13.780618
13,,,-42.756264,-13.780565
14,,,-42.756214,-13.780526
15,,,-42.75618,-13.780497
16,,,-42.756153,-13.780474
17,,,-42.756134,-13.780456
18,,,-42.75612,-13.780441
19,,,-42.756107,-13.780431
0,,,-42.999844,-13.626509
1,,,-42.999542,-13.624098
2,,,-42.99918,-13.622335
3,,,-42.998814,-13.62105
4,,,-42.99848,-13.620128
5,,,-42.99819,-13.619463
6,,,-42.997948,-13.618981
7,,,-42.997746,-13.618633
8,,,-42.997585,-13.618392
9,,,-42.997456,-13.618215
10,,,-42.997356,-13.618082
11,,,-42.997272,-13.617985
12,,,-42.99721,-13.617909
13,,,-42.99716,-13.617854
14,,,-42.997124,-13.617812
15,,,-42.997093,-13.617779
16,,,-42.997074,-13.617753
17,,,-42.99706,-13.617734
18,,,-42.997047,-13.617719
19,,,-42.99704,-13.617706
0,,,-43.34315,-13.417641
1,,,-43.342922,-13.415843
2,,,-43.342598,-13.414519
3,,,-43.342255,-13.413543
4,,,-43.341927,-13.412826
5,,,-43.341644,-13.412305
6,,,-43.341396,-13.411925
7,,,-43.341194,-13.411646
8,,,-43.341026,-13.411441
9,,,-43.3409,-13.411294
10,,,-43.340797,-13.411189
11,,,-43.340714,-13.411109
12,,,-43.34065,-13.411049
13,,,-43.3406,-13.411003
14,,,-43.340565,-13.410968
15,,,-43.340534,-13.410942
16,,,-43.34051,-13.410921
17,,,-43.340496,-13.410905
18,,,-43.340485,-13.4108925
19,,,-43.340477,-13.410883
0,,,-43.567657,-13.220816
1,,,-43.56735,-13.219021
2,,,-43.566994,-13.217753
3,,,-43.566647,-13.216865
4,,,-43.56633,-13.21624
5,,,-43.56605,-13.215794
6,,,-43.56582,-13.215476
7,,,-43.565624,-13.215246
8,,,-43.565468,-13.21508
9,,,-43.56534,-13.214958
10,,,-43.56524,-13.214869
11,,,-43.56516,-13.214802
12,,,-43.5651,-13.214752
13,,,-43.565052,-13.214714
14,,,-43.565018,-13.214686
15,,,-43.56499,-13.214664
16,,,-43.56497,-13.214647
17,,,-43.564957,-13.214634
18,,,-43.564945,-13.214624
19,,,-43.564934,-13.214616
0,,,-44.252113,-13.1291685
1,,,-44.251858,-13.126813
2,,,-44.25144,-13.125089
3,,,-44.250973,-13.123834
4,,,-44.250526,-13.122931
5,,,-44.25012,-13.122276
6,,,-44.249767,-13.1217985
7,,,-44.249477,-13.121458
8,,,-44.249237,-13.121213
9,,,-44.249035,-13.121033
10,,,-44.24888,-13.120897
11,,,-44.248756,-13.120796
12,,,-44.248657,-13.120719
13,,,-44.24858,-13.120661
14,,,-44.24852,-13.120615
15,,,-44.248478,-13.120581
16,,,-44.24844,-13.120554
17,,,-44.248417,-13.120533
18,,,-44.248398,-13.120517
19,,,-44.248383,-13.120504
0,,,-44.611645,-12.903581
1,,,-44.61122,-12.901963
2,,,-44.610634,-12.900774
3,,,-44.610004,-12.899897
4,,,-44.609413,-12.899244
5,,,-44.608883,-12.898761
6,,,-44.60844,-12.898408
7,,,-44.608074,-12.8981495
8,,,-44.607777,-12.897961
9,,,-44.60754,-12.89782
10,,,-44.607357,-12.897716
11,,,-44.607212,-12.897638
12,,,-44.607105,-12.897586
13,,,-44.60702,-12.897546
14,,,-44.606956,-12.897515
15,,,-44.606907,-12.897492
16,,,-44.606873,-12.897474
17,,,-44.606846,-12.89746
18,,,-44.606823,-12.8974495
19,,,-44.606808,-12.897441
0,,,-44.9476,-12.758602
1,,,-44.94728,-12.757087
2,,,-44.946865,-12.755979
3,,,-44.946434,-12.755165
4,,,-44.946037,-12.7545805
5,,,-44.945694,-12.75416
6,,,-44.945396,-12.753854
7,,,-44.945152,-12.753631
8,,,-44.944954,-12.753474
9,,,-44.9448,-12.753361
10,,,-44.94467,-12.753277
11,,,-44.944572,-12.753213
12,,,-44.9445,-12.753166
13,,,-44.94444,-12.753131
14,,,-44.944393,-12.753103
15,,,-44.944355,-12.753082
16,,,-44.94433,-12.753066
17,,,-44.944313,-12.753054
18,,,-44.944298,-12.753044
19,,,-44.944286,-12.7530365
0,,,-45.34756,-12.640497
1,,,-45.347385,-12.638454
2,,,-45.347122,-12.636999
3,,,-45.346836,-12.635961
4,,,-45.346554,-12.635215
5,,,-45.3463,-12.634674
6,,,-45.346077,-12.634279
7,,,-45.345894,-12.633992
8,,,-45.34574,-12.633779
9,,,-45.345615,-12.633621
10,,,-45.345516,-12.633503
11,,,-45.34544,-12.633414
12,,,-45.34538,-12.6333475
13,,,-45.34533,-12.633295
14,,,-45.345295,-12.633257
15,,,-45.345264,-12.633226
16,,,-45.345245,-12.6332035
17,,,-45.34523,-12.633184
18,,,-45.34522,-12.63317
19,,,-45.34521,-12.63316
0,,,-45.385212,-12.508254
1,,,-45.38507,-12.506957
2,,,-45.38488,-12.506014
3,,,-45.384678,-12.505334
4,,,-45.384483,-12.50484
5,,,-45.38432,-12.504493
6,,,-45.384174,-12.504241
7,,,-45.38406,-12.504056
8,,,-45.38396,-12.50392
9,,,-45.383884,-12.503819
10,,,-45.383823,-12.503744
11,,,-45.383774,-12.503688
12,,,-45.38374,-12.503646
13,,,-45.38371,-12.503613
14,,,-45.38369,-12.50359
15,,,-45.38367,-12.503571
16,,,-45.38366,-12.503556
17,,,-45.383648,-12.503545
18,,,-45.383644,-12.503536
19,,,-45.38364,-12.5035305
0,,,-45.595657,-12.448752
1,,,-45.59558,-12.44798
2,,,-45.595455,-12.447407
3,,,-45.59532,-12.446979
4,,,-45.59519,-12.446661
5,,,-45.59507,-12.446428
6,,,-45.594967,-12.446257
7,,,-45.594883,-12.446131
8,,,-45.59481,-12.446035
9,,,-45.59476,-12.445968
10,,,-45.59472,-12.445917
11,,,-45.594685,-12.44588
12,,,-45.594654,-12.445851
13,,,-45.59463,-12.445829
14,,,-45.59462,-12.445811
15,,,-45.59461,-12.4458
16,,,-45.5946,-12.445789
17,,,-45.59459,-12.445781
18,,,-45.594585,-12.445775
19,,,-45.59458,-12.44577
0,,,-45.7338,-12.368071
1,,,-45.733624,-12.367878
2,,,-45.73345,-12.367737
3,,,-45.733295,-12.367635
4,,,-45.73316,-12.36756
5,,,-45.73304,-12.367508
6,,,-45.73295,-12.36747
7,,,-45.732872,-12.367441
8,,,-45.73281,-12.367421
9,,,-45.732765,-12.367408
10,,,-45.732723,-12.367398
11,,,-45.732697,-12.367391
12,,,-45.732674,-12.367385
13,,,-45.73266,-12.367381
14,,,-45.732643,-12.367378
15,,,-45.73263,-12.367376
16,,,-45.732628,-12.367374
17,,,-45.73262,-12.367373
18,,,-45.732616,-12.367373
19,,,-45.732616,-12.3673725
0,,,-45.971756,-12.385995
1,,,-45.971836,-12.385836
2,,,-45.97185,-12.385719
3,,,-45.971836,-12.385635
4,,,-45.9718,-12.385574
5,,,-45.971767,-12.3855295
6,,,-45.97173,-12.385497
7,,,-45.9717,-12.385471
8,,,-45.971664,-12.385454
9,,,-45.97164,-12.38544
10,,,-45.971622,-12.385429
11,,,-45.971603,-12.385423
12,,,-45.971592,-12.385416
13,,,-45.97158,-12.385411
14,,,-45.971577,-12.385408
15,,,-45.97157,-12.385406
16,,,-45.971565,-12.385404
17,,,-45.97156,-12.385402
18,,,-45.971558,-12.385401
19,,,-45.971558,-12.3854
0,,,-46.197197,-12.4957695
1,,,-46.197124,-12.495032
2,,,-46.197025,-12.494491
3,,,-46.196922,-12.49409
4,,,-46.19683,-12.4937935
5,,,-46.196747,-12.493572
6,,,-46.19668,-12.493408
7,,,-46.19662,-12.493287
8,,,-46.19658,-12.493198
9,,,-46.19655,-12.493131
10,,,-46.196526,-12.493081
11,,,-46.196507,-12.493044
12,,,-46.1965,-12.493017
13,,,-46.19649,-12.492998
14,,,-46.196484,-12.492983
15,,,-46.19648,-12.492971
16,,,-46.196476,-12.492963
17,,,-46.196476,-12.492956
18,,,-46.196476,-12.492951
19,,,-46.196476,-12.492947
0,,,-46.265114,-12.659343
1,,,-46.2651,-12.657944
2,,,-46.26506,-12.656915
3,,,-46.265003,-12.656162
4,,,-46.26495,-12.655608
5,,,-46.2649,-12.655201
6,,,-46.264854,-12.654903
7,,,-46.264812,-12.654686
8,,,-46.26478,-12.654527
9,,,-46.26475,-12.654411
10,,,-46.26473,-12.654326
11,,,-46.264717,-12.654264
12,,,-46.264698,-12.654221
13,,,-46.26469,-12.654188
14,,,-46.26468,-12.654164
15,,,-46.264675,-12.654146
16,,,-46.26467,-12.654135
17,,,-46.264668,-12.654125
18,,,-46.264664,-12.654119
19,,,-46.264664,-12.654113
0,,,-46.64204,-12.783272
1,,,-46.64238,-12.78171
2,,,-46.642586,-12.780591
3,,,-46.642704,-12.779787
4,,,-46.642765,-12.779206
5,,,-46.642796,-12.778784
6,,,-46.6428,-12.778477
7,,,-46.6428,-12.778251
8,,,-46.64279,-12.778083
9,,,-46.64278,-12.777959
10,,,-46.64277,-12.777866
11,,,-46.64276,-12.777797
12,,,-46.642754,-12.777745
13,,,-46.642742,-12.777705
14,,,-46.64274,-12.777674
15,,,-46.642735,-12.777651
16,,,-46.64273,-12.777633
17,,,-46.642727,-12.777619
18,,,-46.642723,-12.777609
19,,,-46.642723,-12.777599
0,,,-46.762512,-12.965638
1,,,-46.762447,-12.964028
2,,,-46.76236,-12.962861
3,,,-46.762268,-12.96201
4,,,-46.762188,-12.96139
5,,,-46.762115,-12.960915
6,,,-46.76205,-12.960561
7,,,-46.761997,-12.960298
8,,,-46.76195,-12.960102
9,,,-46.761917,-12.959956
10,,,-46.761887,-12.95985
11,,,-46.761864,-12.95977
12,,,-46.761845,-12.95971
13,,,-46.76183,-12.959667
14,,,-46.76182,-12.959635
15,,,-46.76181,-12.95961
16,,,-46.761806,-12.959592
17,,,-46.761803,-12.9595785
18,,,-46.7618,-12.959569
19,,,-46.761795,-12.95956
0,,,-47.121334,-13.106209
1,,,-47.121433,-13.104426
2,,,-47.12146,-13.103138
3,,,-47.121445,-13.1022
4,,,-47.12141,-13.101515
5,,,-47.12137,-13.101012
6,,,-47.121326,-13.10064
7,,,-47.121284,-13.100365
8,,,-47.12125,-13.100159
9,,,-47.121223,-13.100005
10,,,-47.1212,-13.099888
11,,,-47.121178,-13.099801
12,,,-47.121162,-13.099734
13,,,-47.121155,-13.099683
14,,,-47.121147,-13.099644
15,,,-47.12114,-13.099614
16,,,-47.121136,-13.099589
17,,,-47.12113,-13.099571
18,,,-47.121128,-13.099559
19,,,-47.121124,-13.099547
0,,,-47.406883,-13.318666
1,,,-47.406845,-13.316825
2,,,-47.406757,-13.3154745
3,,,-47.406654,-13.314482
4,,,-47.40655,-13.313747
